sample_1	sample_2	chromosome	start	end	is_co	breakpoint_overlaps	overlaps_anywhere	starts_or_ends_chromosome
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	2	26100804	47848703	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	2	102006593	102006593	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	2	114387797	114387797	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	2	102006593	114387797	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	2	114387798	114387798	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	2	129313483	129313483	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	2	114387798	129313483	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	2	141381005	141381005	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	2	206736108	206736108	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	2	141381005	206736108	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	2	220230122	220230122	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	2	239961794	239961794	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	2	220230122	239961794	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	2	239961795	239961795	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	2	243043959	243043959	True	False	False	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	2	239961795	243043959	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	3	2991785	2991785	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	3	11067205	11067205	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	3	2991785	11067205	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	3	16440772	16440772	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	3	54172540	54172540	True	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	3	16440772	54172540	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	29707471	29707471	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	54172540	54172540	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	29707471	54172540	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	3	29707471	29707471	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	3	144167484	144167484	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	3	29707471	144167484	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	144167485	144167485	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	152916009	152916009	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	144167485	152916009	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	176267432	176267432	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	193720257	193720257	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	3	176267432	193720257	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	3	193720258	193720258	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	3	197061718	197061718	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	3	193720258	197061718	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	6396747	6396747	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	21401561	21401561	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	6396747	21401561	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	54964070	54964070	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	75624964	75624964	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	54964070	75624964	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	58530789	58530789	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	75624964	75624964	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	58530789	75624964	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	58530789	58530789	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	82338203	82338203	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	58530789	82338203	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	129528809	129528809	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	138404145	138404145	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	129528809	138404145	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	138404146	138404146	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	143244464	143244464	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	4	138404146	143244464	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	143244465	143244465	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	153877355	153877355	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	143244465	153877355	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	153877356	153877356	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	164571048	164571048	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	4	153877356	164571048	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	185122286	185122286	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	190936728	190936728	True	False	False	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	4	185122286	190936728	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	24796293	24796293	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	80483196	80483196	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	24796293	80483196	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	32536449	32536449	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	79469573	79469573	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	32536449	79469573	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	32536449	32536449	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	79469573	79469573	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	32536449	79469573	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	80483197	80483197	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	121078827	121078827	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	80483197	121078827	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	82209330	82209330	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	121078827	121078827	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	82209330	121078827	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	82209330	82209330	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	141028292	141028292	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	82209330	141028292	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	136256254	136256254	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	141028292	141028292	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	136256254	141028292	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	136256254	136256254	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	158500270	158500270	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	136256254	158500270	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	175968797	175968797	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	180692833	180692833	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	5	175968797	180692833	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	178412408	178412408	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	180692833	180692833	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	5	178412408	180692833	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	178412408	178412408	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	180692833	180692833	True	False	True	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	5	178412408	180692833	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	6	12432517	12432517	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	6	23405790	23405790	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	6	12432517	23405790	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	6	51678804	51678804	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	6	127541136	127541136	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	6	51678804	127541136	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	6	148725869	148725869	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	6	150737976	150737976	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	6	148725869	150737976	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	6	162321221	162321221	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	6	170981684	170981684	True	False	False	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	6	162321221	170981684	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	6	164184201	164184201	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	6	166654645	166654645	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	6	164184201	166654645	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	6	164184201	164184201	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	6	166654645	166654645	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	6	164184201	166654645	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	7	6551442	6551442	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	7	20842866	20842866	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	7	6551442	20842866	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	41978727	41978727	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	52990330	52990330	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	41978727	52990330	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	7	52990331	52990331	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	7	67682693	67682693	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	7	52990331	67682693	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	7	54925686	54925686	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	7	67682693	67682693	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	7	54925686	67682693	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	54925686	54925686	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	96575529	96575529	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	54925686	96575529	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	149525936	149525936	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	159119486	159119486	True	False	True	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	7	149525936	159119486	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	8	30534477	30534477	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	8	33059664	33059664	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	8	30534477	33059664	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	8	116963796	116963796	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	8	126413535	126413535	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	8	116963796	126413535	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	8	137307464	137307464	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	8	146280471	146280471	True	False	False	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	8	137307464	146280471	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	9	1387746	1387746	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	9	15085410	15085410	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	9	1387746	15085410	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	9	33767521	33767521	True	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	9	82120576	82120576	True	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	9	33767521	82120576	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	9	132126438	132126438	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	9	133412658	133412658	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	9	132126438	133412658	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	9	133412659	133412659	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	9	141027939	141027939	True	False	False	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	9	133412659	141027939	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	7621128	7621128	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	10787261	10787261	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	7621128	10787261	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	22858689	22858689	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	30882014	30882014	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	22858689	30882014	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	49397076	49397076	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	70999346	70999346	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	49397076	70999346	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	10	63133544	63133544	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	10	70999346	70999346	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	10	63133544	70999346	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	10	63133544	63133544	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	10	82573994	82573994	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	10	63133544	82573994	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	115326572	115326572	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	119169835	119169835	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	10	115326572	119169835	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	11	241489	241489	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	11	27195904	27195904	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	11	241489	27195904	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	11	27195905	27195905	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	11	76517541	76517541	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	11	27195905	76517541	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	11	92665856	92665856	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	11	116704548	116704548	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	11	92665856	116704548	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	11	134613751	134613751	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	11	134944770	134944770	True	False	True	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	11	134613751	134944770	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	12	191619	191619	True	False	False	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	12	5748642	5748642	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	12	191619	5748642	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	12	5748643	5748643	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	12	20801686	20801686	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	12	5748643	20801686	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	12	29777214	29777214	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	12	46595691	46595691	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	12	29777214	46595691	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	12	89640079	89640079	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	12	133744154	133744154	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	12	89640079	133744154	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	13	19260565	19260565	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	13	72480594	72480594	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	13	19260565	72480594	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	13	100546421	100546421	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	13	110566735	110566735	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	13	100546421	110566735	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	14	19035752	19035752	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	14	91186112	91186112	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	14	19035752	91186112	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	14	105090579	105090579	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	14	105780653	105780653	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	14	105090579	105780653	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	15	47982160	47982160	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	15	89573267	89573267	True	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	15	47982160	89573267	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	15	96812890	96812890	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	15	102398631	102398631	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	15	96812890	102398631	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	16	53054061	53054061	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	16	59030269	59030269	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	16	53054061	59030269	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	17	10252647	10252647	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	17	64766618	64766618	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	17	10252647	64766618	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	17	64766619	64766619	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	17	76340756	76340756	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	17	64766619	76340756	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	18	112535	112535	True	False	True	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	18	57630635	57630635	True	True	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	18	112535	57630635	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	19	48465080	48465080	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	19	59058083	59058083	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	19	48465080	59058083	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	19	51584843	51584843	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	19	59058083	59058083	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	19	51584843	59058083	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	19	51584843	51584843	True	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	19	59058083	59058083	True	False	True	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	19	51584843	59058083	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	20	5790481	5790481	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	20	10076850	10076850	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	20	5790481	10076850	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	20	10076851	10076851	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	20	16741117	16741117	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	20	10076851	16741117	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	20	19920202	19920202	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	20	46806947	46806947	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	20	19920202	46806947	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	20	46806948	46806948	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	20	54965863	54965863	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	20	46806948	54965863	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	20	59769290	59769290	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	20	62906514	62906514	True	False	False	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	20	59769290	62906514	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	21	14665973	14665973	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	21	26508889	26508889	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	21	14665973	26508889	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	21	14665973	14665973	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	21	26508889	26508889	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	21	14665973	26508889	False	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	21	14665973	14665973	True	False	True	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	21	35593539	35593539	True	False	True	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	21	14665973	35593539	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	21	35593540	35593540	True	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	21	48094803	48094803	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	21	35593540	48094803	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	21	46762365	46762365	True	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	21	48094803	48094803	True	False	False	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	21	46762365	48094803	False	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	21	46762365	46762365	True	False	False	False
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	21	48094803	48094803	True	False	False	True
male-gparent115_g5-b2-i1	male-gparent115_g5-b3-i1	21	46762365	48094803	False	False	False	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	22	17087705	17087705	True	False	True	True
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	22	19731378	19731378	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	22	17087705	19731378	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	22	19731379	19731379	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	22	22394728	22394728	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	22	19731379	22394728	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	22	22394729	22394729	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	22	26673772	26673772	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b3-i1	22	22394729	26673772	False	False	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	22	26673773	26673773	True	True	True	False
male-gparent115_g5-b1-i1	male-gparent115_g5-b2-i1	22	43903093	43903093	True	True	True	False
